Position(bp)  Rate(cM/Mb)     Map(cM)
    28700795     0.561489   40.355351
    28701657     0.555138   40.355835
    28703171     0.354035   40.356676
    28704883     0.354035   40.357282
    28708854     0.292126   40.358688
    28709058     0.252195   40.358747
    28710942     0.115745   40.359222
    28713944     0.116898   40.359570
    28714312     0.121463   40.359613
    28714540     0.133342   40.359641
    28715733     0.125005   40.359800
    28715961     0.114016   40.359828
    28717476     0.104851   40.360001
    28720136     0.147788   40.360280
    28720862     0.252123   40.360387
    28725114     0.072313   40.361459
    28726987     0.072255   40.361595
    28727874     0.071830   40.361659
    28730269     0.072086   40.361831
    28730294     0.072116   40.361832
    28730330     0.071894   40.361835
    28730846     0.071900   40.361872
    28731739     0.072323   40.361936
    28731911     0.072709   40.361949
    28736634     0.072717   40.362292
    28737651     0.072234   40.362366
    28738251     0.072060   40.362410
    28743005     0.073945   40.362752
    28744926     0.077427   40.362894
    28746789     0.078142   40.363038
    28748914     8.873480   40.363204
    28749116     4.852324   40.364997
    28749127     0.078095   40.365050
    28749290     0.077455   40.365063
    28749654     0.077568   40.365091
    28749754     0.078159   40.365099
    28750079     0.092676   40.365124
    28750234     0.245848   40.365139
    28750363     0.498877   40.365170
    28751103     0.272159   40.365540
    28751132     0.094233   40.365547
    28751610     0.093855   40.365593
    28751857     0.094121   40.365616
    28752368     0.094160   40.365664
    28753071     0.094307   40.365730
    28754651     0.101788   40.365879
    28755693    40.896797   40.365985
    28755784     1.215232   40.369707
    28758971     0.715570   40.373580
    28759062     0.340314   40.373645
    28761621     0.340574   40.374516
    28762235     0.340143   40.374725
    28762341     0.344164   40.374761
    28762544     0.375233   40.374831
    28762640     0.461028   40.374867
    28763120     1.737094   40.375088
    28763567     0.848479   40.375864
    28763658     0.356333   40.375942
    28765033     0.485851   40.376432
    28766417     0.486446   40.377104
    28766849     0.486999   40.377314
    28767596     0.490294   40.377678
    28769283     0.490421   40.378505
    28770293     0.460059   40.379000
    28770685     0.775291   40.379181
    28772884     0.359347   40.380886
    28775723     0.359277   40.381906
    28779725     0.359277   40.383344
    28780078     0.400873   40.383470
    28781812     0.382092   40.384166
    28785118     0.644892   40.385429
    28787323     0.644497   40.386851
    28788085     0.464693   40.387342
    28789151     0.373556   40.387837
    28789400     0.337641   40.387930
    28789675     0.274270   40.388023
    28789883     0.191074   40.388080
    28791869     0.162436   40.388460
    28792047     0.141393   40.388489
    28792663     0.135023   40.388576
    28793043     0.131856   40.388627
    28793381     1.368217   40.388671
    28794053     0.108420   40.389591
    28798341     0.103480   40.390056
    28802876     0.103350   40.390525
    28804697     0.104456   40.390713
    28807442     0.104998   40.391000
    28807748     0.105868   40.391032
    28807769     0.106978   40.391034
    28808985     0.106978   40.391164
    28813800     0.106977   40.391680
    28816400     0.116302   40.391958
    28818531     0.132262   40.392206
    28819992     0.132262   40.392399
    28821475     0.132791   40.392595
    28823041     0.132763   40.392803
    28824084     0.133950   40.392941
    28825970     0.146211   40.393194
    28827343     0.205324   40.393395
    28831152     0.268746   40.394177
    28832216     1.004888   40.394463
    28832866     1.885251   40.395116
    28836177     1.509140   40.401358
    28836504     1.183407   40.401852
    28836992     1.089524   40.402429
    28837406     0.933076   40.402880
    28839652     0.443737   40.404976
    28839903     0.398698   40.405087
    28840045     0.389386   40.405144
    28841156     0.389436   40.405576
    28841615     0.458984   40.405755
    28841658     0.540023   40.405775
    28841829     0.545942   40.405867
    28842128     0.553593   40.406030
    28842472     0.519021   40.406221
    28843102     0.531947   40.406548
    28843522     0.536331   40.406771
    28844420     1.306418   40.407253
    28845036     0.339616   40.408058
    28845044     0.220961   40.408060
    28845635     0.299303   40.408191
    28845840     0.297627   40.408252
    28846334     0.295808   40.408399
    28846557     0.367742   40.408465
    28847485     0.364373   40.408807
    28849082     0.334659   40.409388
    28850223     0.315976   40.409770
    28851967     0.548209   40.410321
    28852622     0.671262   40.410680
    28852864     0.773882   40.410843
    28853204     0.930587   40.411106
    28853855     0.929908   40.411712
    28854747     0.930462   40.412541
    28855484     0.930453   40.413227
    28855553     0.959140   40.413291
    28855655    31.192115   40.413389
    28855746    31.192115   40.416228
    28856518    31.176708   40.440308
    28856588     0.205222   40.442490
    28857556     0.205407   40.442689
    28857683     0.205717   40.442715
    28857893     0.205872   40.442758
    28858000     0.206114   40.442780
    28858790     0.207462   40.442943
    28859268     0.208377   40.443042
    28859341     0.209669   40.443057
    28859374     0.209669   40.443064
    28859699     0.211580   40.443132
    28859726     0.211553   40.443138
    28862260     0.214109   40.443674
    28862649     0.214322   40.443758
    28863032     0.212721   40.443840
    28864107     0.212575   40.444068
    28864691     0.212463   40.444192
    28865574     0.212350   40.444380
    28866613     0.212002   40.444601
    28867130     0.212955   40.444710
    28867682     0.238762   40.444828
    28867800     0.330389   40.444856
    28868183     6.069559   40.444983
    28869125     3.554404   40.450700
    28869219     0.368200   40.451034
    28869622     0.302497   40.451183
    28869897     0.302497   40.451266
    28869919     0.300681   40.451272
    28870556     0.300757   40.451464
    28870882     0.301052   40.451562
    28871086     0.301302   40.451623
    28872232     0.311824   40.451969
    28872608     0.336609   40.452086
    28873495     0.788883   40.452385
    28875270     0.461985   40.453785
    28876148     0.492692   40.454190
    28876657     1.009726   40.454441
    28877216     0.605268   40.455006
    28877345     0.346087   40.455084
    28880133     0.236480   40.456049
    28880341     0.236257   40.456098
    28883960     0.236731   40.456953
    28885322     1.917824   40.457275
    28885588     0.225137   40.457785
    28885953     0.219990   40.457868
    28886169     0.217042   40.457915
    28888279     0.219325   40.458373
    28889124     0.228804   40.458558
    28889826     0.233188   40.458719
    28889859     0.249099   40.458727
    28890880     2.444499   40.458981
    28891150    20.573855   40.459641
    28896882    20.311914   40.577570
    28897137    14.928717   40.582750
    28897293     1.242947   40.585079
    28898814     1.240335   40.586969
    28899537     1.226275   40.587866
    28900028     1.205657   40.588468
    28901193     0.983782   40.589873
    28901230     0.757837   40.589909
    28902101     0.328420   40.590569
    28905753     0.269520   40.591769
    28907902     0.268863   40.592348
    28908839     0.267497   40.592600
    28916330     6.852360   40.594604
    28919151     7.248584   40.613934
    28919561     0.561400   40.616906
    28920799     0.614472   40.617601
    28921507     0.620418   40.618036
    28922327     0.364036   40.618545
    28923901     0.257038   40.619118
    28928136     0.247916   40.620206
    28935193     0.236845   40.621956
    28938278     0.147307   40.622687
    28939578     0.111325   40.622878
    28943465     0.110659   40.623311
    28946010     0.109869   40.623592
    28949761     0.109600   40.624005
    28961685     0.107611   40.625311
    28963383     0.106732   40.625494
    28964501     0.106389   40.625613
    28964724     0.106032   40.625637
    28965360     0.105815   40.625705
    28965441     0.105830   40.625713
    28966168     0.105830   40.625790
    28970781     0.105818   40.626278
    28971185     0.105802   40.626321
    28972173     0.105766   40.626426
    28979963     0.100371   40.627250
    28980862     0.094899   40.627340
    28982490     0.092430   40.627494
    28983010     0.089461   40.627542
    28987100     0.089219   40.627908
    28990281     0.089178   40.628192
    28991527     0.089435   40.628303
    28994279     0.300964   40.628549
    28997996     0.385058   40.629668
    28999802     0.501047   40.630363
    29004797     0.452199   40.632866
    29005356     0.425648   40.633119
    29007073     0.435272   40.633850
    29007145     0.438616   40.633881
    29009250     0.445134   40.634804
    29012198     0.446888   40.636117
    29015651     0.460356   40.637660
    29016820     0.446178   40.638198
    29017427     0.448119   40.638469
    29019423     0.391507   40.639363
    29020905     0.305062   40.639943
    29021392     0.305949   40.640092
    29021638     0.306542   40.640167
    29021738     0.307751   40.640198
    29023645     0.219050   40.640785
    29028264     0.216261   40.641796
    29033630     0.216262   40.642957
    29034964     0.216117   40.643245
    29035587     0.215359   40.643380
    29037804     0.214034   40.643858
    29038891     0.212156   40.644090
    29040510     0.210380   40.644434
    29050579     0.210393   40.646552
    29055360     0.210992   40.647558
    29056696     0.211707   40.647840
    29058141     0.212926   40.648146
    29061604     0.212841   40.648883
    29064960     0.232611   40.649597
    29065510     0.244228   40.649725
    29067753     0.272429   40.650273
    29075325     0.270716   40.652336
    29076799     0.255888   40.652735
    29077526     0.338973   40.652921
    29077729     0.510384   40.652990
    29078737     0.425300   40.653504
    29079243     0.295038   40.653719
    29081467     0.188805   40.654376
    29083757     0.183061   40.654808
    29085310     0.179346   40.655092
    29087742     0.177633   40.655528
    29088430     0.175958   40.655651
    29089854     0.175158   40.655901
    29089909     0.174340   40.655911
    29090532     0.174149   40.656019
    29091159     0.172108   40.656129
    29092560     0.166966   40.656370
    29094553     0.162566   40.656703
    29097272     0.154163   40.657145
    29100743     0.152951   40.657680
    29104124     0.241732   40.658197
    29104896     0.187649   40.658383
    29109744     0.191767   40.659293
    29111700     0.190769   40.659668
    29112053     0.174789   40.659736
    29113541     0.170113   40.659996
    29114637     0.168795   40.660182
    29114813     0.169099   40.660212
    29117415     0.160036   40.660652
    29120489     0.134278   40.661144
    29123547     0.133359   40.661554
    29124616     0.132927   40.661697
    29126056     0.133433   40.661888
    29126071     0.132842   40.661890
    29127629     0.136493   40.662097
    29127881     0.141468   40.662132
    29128191     0.149806   40.662176
    29128774     0.149562   40.662263
    29133143     0.353398   40.662916
    29134167     0.415620   40.663278
    29135923     0.388134   40.664008
    29136274     0.360517   40.664144
    29137069     0.333639   40.664431
    29139413     0.318521   40.665213
    29139612     0.305419   40.665276
    29140787     0.301221   40.665635
    29142917     0.298547   40.666277
    29143522     0.302408   40.666457
    29143585     0.307112   40.666476
    29144203     0.307019   40.666666
    29145042     4.919022   40.666924
    29148367     4.921340   40.683280
    29149024     0.451469   40.686513
    29149454     0.596300   40.686707
    29149490     0.745852   40.686729
    29149676     0.745518   40.686867
    29151204     0.711990   40.688006
    29151595     0.603630   40.688285
    29151788     0.523784   40.688401
    29151886     0.475935   40.688453
    29152207     0.453788   40.688605
    29152222     0.428460   40.688612
    29153509     0.096996   40.689164
    29155730     0.096953   40.689379
    29155795     0.096917   40.689385
    29157643     0.097885   40.689564
    29158689     0.541353   40.689667
    29158798     0.541396   40.689726
    29159233     0.259485   40.689961
    29161140     0.199239   40.690456
    29161254     0.135346   40.690479
    29164525     0.144142   40.690922
    29167008     0.168974   40.691280
    29167409     0.206703   40.691347
    29167809     0.425616   40.691430
    29168082     0.344169   40.691546
    29168185     0.313552   40.691582
    29169086     0.726663   40.691864
    29171443     0.255872   40.693577
    29171673     0.100824   40.693636
    29173756     0.100885   40.693846
    29174779     0.101142   40.693949
    29182136     0.101424   40.694693
    29182313     0.101793   40.694711
    29182887     0.102256   40.694769
    29186455     0.138734   40.695134
    29188665     0.522089   40.695441
    29189038     0.522466   40.695636
    29190359     0.117705   40.696326
    29191786     0.108265   40.696494
    29192373     0.108450   40.696557
    29192416     0.108061   40.696562
    29192507     0.107674   40.696572
    29193287     0.111308   40.696656
    29193357     0.117962   40.696664
    29193636     0.135783   40.696696
    29194505     0.473778   40.696814
    29194632     0.869034   40.696875
    29195678     0.110478   40.697784
    29199951     0.112990   40.698256
    29200099     0.116001   40.698272
    29200798     0.116977   40.698354
    29202373     0.195248   40.698538
    29202614     0.295974   40.698585
    29203070     0.289463   40.698720
    29203465     0.334253   40.698834
    29205435     0.371059   40.699493
    29206552     0.371073   40.699907
    29208581     0.413292   40.700660
    29209177     1.015919   40.700906
    29210470     1.272966   40.702220
    29212204     2.446543   40.704427
    29213387     8.765587   40.707321
    29214548     9.044149   40.717498
    29214597     9.446855   40.717941
    29218702    13.265164   40.756721
    29219789    13.268259   40.771140
    29221527    17.198064   40.794200
    29225144     3.429985   40.856406
    29226896     3.387970   40.862415
    29227859     3.386466   40.865678
    29228261     0.216553   40.867039
    29229268     0.216263   40.867257
    29230354     0.212652   40.867492
    29238106     0.212116   40.869140
    29238973     0.211622   40.869324
    29240756     0.211158   40.869702
    29244341     0.211725   40.870459
    29245608     0.212880   40.870727
    29245919     0.214513   40.870793
    29247914     0.289455   40.871221
    29248743     0.293441   40.871461
    29253039     0.438381   40.872722
    29253167     0.500827   40.872778
    29253342     0.483773   40.872865
    29253356     0.460878   40.872872
    29255050     0.456198   40.873653
    29255861     0.465988   40.874023
    29257625     0.465340   40.874845
    29258685     0.463490   40.875338
    29264098     0.584721   40.877847
    29267803     1.255267   40.880013
    29271409     1.464185   40.884540
    29272720     1.505473   40.886459
    29275603     1.938004   40.890800
    29276070     2.160955   40.891705
    29276212     2.178983   40.892012
    29276447     2.225409   40.892524
    29277741     5.566478   40.895403
    29277964     6.023772   40.896645
    29278905     5.434776   40.902313
    29278913     4.798601   40.902357
    29280253     0.181797   40.908787
    29281360     0.160922   40.908988
    29287098     0.471466   40.909911
    29287125     0.870299   40.909924
    29287821     1.475710   40.910530
    29288320     1.493187   40.911266
    29288649     1.492365   40.911757
    29292986     0.408859   40.918230
    29294760     0.398239   40.918955
    29296301     0.340937   40.919569
    29298086     0.238890   40.920177
    29299301     0.143547   40.920468
    29305303     0.142868   40.921329
    29310488     0.142656   40.922070
    29318640     0.184884   40.923233
    29319928     0.254592   40.923471
    29320838     0.270289   40.923703
    29322002     0.297672   40.924017
    29323251     0.335200   40.924389
    29325304     0.377810   40.925077
    29329402     0.398031   40.926625
    29329696     0.412229   40.926743
    29330014     0.419173   40.926874
    29333886     0.450578   40.928497
    29334349     0.475646   40.928705
    29335887     0.475721   40.929437
    29336526     0.475705   40.929741
    29337254     0.471624   40.930087
    29338409     0.471583   40.930632
    29339716     0.470007   40.931248
    29341159     0.469974   40.931926
    29342633     0.469761   40.932619
    29344356     0.513958   40.933429
    29345494     0.538072   40.934013
    29347973     0.480798   40.935347
    29355640    17.429337   40.939034
    29359389     7.279388   41.004376
    29361889     6.566960   41.022575
    29361952     1.438105   41.022988
    29367254     0.940177   41.030613
    29371359     0.940882   41.034473
    29371502     0.942302   41.034607
    29372188     0.943401   41.035254
    29373791     0.949063   41.036766
    29374282     0.964123   41.037232
    29374337     0.982466   41.037285
    29377273     0.981703   41.040169
    29377304     0.974116   41.040200
    29377931     0.975757   41.040811
    29378683     0.973956   41.041544
    29379912     0.975700   41.042741
    29380730     0.975870   41.043539
    29383118     0.981410   41.045870
    29384223     1.043558   41.046954
    29384420     1.077190   41.047160
    29385195     1.088818   41.047995
    29386397     1.062951   41.049303
    29388300     0.862028   41.051326
    29388457     0.447386   41.051462
    29391628     0.404133   41.052880
    29398264     0.501655   41.055562
    29399467     0.892880   41.056166
    29400400     0.976841   41.056999
    29401037     0.886298   41.057621
    29401353     0.785459   41.057901
    29401731     0.691719   41.058198
    29402071     0.630441   41.058433
    29403666     0.731795   41.059439
    29405440     0.592794   41.060737
    29406962     0.436341   41.061639
    29408416     0.423904   41.062273
    29408629     0.404307   41.062364
    29409620     0.397449   41.062764
    29415656     2.382510   41.065163
    29417999     2.946419   41.070746
    29418224    13.539253   41.071409
    29418349     3.123876   41.073101
    29419670     2.170988   41.077228
    29419910     2.008482   41.077749
    29420996     1.554217   41.079930
    29422637     1.252750   41.082480
    29424558     0.950664   41.084887
    29425021     0.828286   41.085327
    29425793     0.960726   41.085967
    29429555     0.666315   41.089581
    29433354     0.515858   41.092112
    29433961     0.448083   41.092425
    29436908     0.444835   41.093746
    29440883     0.324389   41.095514
    29440949     0.226959   41.095535
    29441313     0.217607   41.095618
    29441858     0.160427   41.095737
    29442984     0.206515   41.095917
    29446619     0.186909   41.096668
    29447699     0.164157   41.096870
    29447777     1.774305   41.096883
    29448305     0.049764   41.097819
    29448679     0.049764   41.097838
    29451611     0.049804   41.097984
    29452027     0.049806   41.098005
    29452556     0.049903   41.098031
    29453805     0.049939   41.098093
    29454216     0.049995   41.098114
    29457793     0.050573   41.098293
    29458773     0.050572   41.098342
    29463079     0.074931   41.098560
    29465511     0.087440   41.098742
    29465722     0.097455   41.098761
    29466132     5.303455   41.098801
    29467739     8.631896   41.107323
    29472046     0.665301   41.144501
    29476471     0.642403   41.147445
    29476604     0.670770   41.147530
    29476626     0.715151   41.147545
    29477381     0.729735   41.148085
    29478044     0.728378   41.148569
    29478201     0.727835   41.148683
    29480161     0.618012   41.150110
    29480428     0.613251   41.150275
    29481158     0.476905   41.150722
    29481337     0.437386   41.150808
    29481388     0.415057   41.150830
    29481497     0.408827   41.150875
    29481704     0.408417   41.150960
    29482301     0.410549   41.151204
    29482893     0.417063   41.151447
    29483137     0.419349   41.151549
    29483892     0.419341   41.151865
    29484853     0.420837   41.152268
    29485020     0.422803   41.152338
    29485353     0.423601   41.152479
    29485887     0.431497   41.152705
    29485916     0.439486   41.152718
    29487155     0.625768   41.153262
    29487388     0.702307   41.153408
    29487440     0.700864   41.153445
    29487951     0.652360   41.153803
    29488062     0.338806   41.153875
    29491521     0.172239   41.155047
    29493336     0.168451   41.155360
    29493423     0.169880   41.155374
    29494670     0.172998   41.155586
    29500219     0.750589   41.156546
    29502395    26.521047   41.158180
    29502425    26.669385   41.158975
    29502650     1.179073   41.164976
    29503217     0.933754   41.165644
    29503266     0.755392   41.165690
    29504816     0.472226   41.166861
    29505128     0.564888   41.167008
    29507021     1.064277   41.168078
    29507158     3.174628   41.168223
    29507329     1.976643   41.168766
    29507387     1.246508   41.168881
    29507518     0.605603   41.169044
    29508126     0.600140   41.169412
    29508222     0.598112   41.169470
    29508851     0.745203   41.169846
    29509053     2.374044   41.169997
    29509287     0.874867   41.170552
    29510640     6.446587   41.171736
    29512332     0.724995   41.182644
    29513667     0.214253   41.183612
    29514815     0.214308   41.183857
    29520545     0.214875   41.185085
    29525922     2.930306   41.186241
    29526520     0.273107   41.187993
    29528400     0.256086   41.188507
    29528841     0.258712   41.188620
    29529145     0.263437   41.188698
    29529248     0.269418   41.188725
    29529457     0.279628   41.188782
    29529797     0.292708   41.188877
    29529843     0.292931   41.188890
    29530437     0.308374   41.189064
    29530669     0.331701   41.189136
    29530731     0.355829   41.189156
    29530920     0.400120   41.189224
    29531902     0.496342   41.189616
    29532410     0.524623   41.189869
    29532983     0.530127   41.190169
    29532997     0.531742   41.190177
    29533329    28.645329   41.190353
    29533503    28.645734   41.195337
    29533539     0.627030   41.196369
    29534327     0.612426   41.196863
    29535836     0.719742   41.197787
    29536004     0.875365   41.197908
    29536015     0.998978   41.197918
    29536098     1.056835   41.198000
    29536125     1.085162   41.198029
    29536144     1.095782   41.198050
    29536176     1.085641   41.198085
    29536547     0.663209   41.198487
    29536620     0.682136   41.198536
    29538726     0.688679   41.199972
    29539787     0.709339   41.200703
    29542057     0.711102   41.202313
    29542367     0.709277   41.202534
    29543719     1.019189   41.203493
    29544275     1.019866   41.204059
    29544715     1.264411   41.204508
    29548429     1.260141   41.209204
    29548630     1.240614   41.209457
    29549491     1.266275   41.210526
    29549599     1.220980   41.210662
    29549675     0.771808   41.210755
    29554471     0.487888   41.214457
    29555683     0.343360   41.215048
    29560699     0.354703   41.216770
    29562486     1.495959   41.217404
    29562532     8.493678   41.217473
    29563501     6.696108   41.225703
    29563856    15.583236   41.228080
    29566417    15.390292   41.267989
    29566533    14.469949   41.269774
    29566959    10.779505   41.275939
    29567154     2.878862   41.278041
    29567721     2.842720   41.279673
    29567778     2.809719   41.279835
    29568205     2.838558   41.281035
    29569045     2.835573   41.283419
    29569565     2.868772   41.284894
    29571186     4.338343   41.289544
    29572006     5.223004   41.293101
    29572086     6.489262   41.293519
    29573081     8.654326   41.299976
    29573555     8.752379   41.304078
    29573719    15.913847   41.305514
    29573819    15.918703   41.307105
    29574022    15.874373   41.310336
    29574277    15.872642   41.314384
    29575090     4.364050   41.327289
    29575234     1.768020   41.327917
    29576721     1.381499   41.330546
    29578317     1.309632   41.332751
    29578534     0.856373   41.333035
    29579727     0.512205   41.334057
    29579790     0.199756   41.334089
    29580857     0.191948   41.334302
    29581553     0.198263   41.334436
    29586247     0.900509   41.335367
    29587008     0.953407   41.336052
    29587036     0.984570   41.336079
    29587283     1.115807   41.336322
    29587661     1.171971   41.336744
    29588004     1.202248   41.337146
    29588888     1.117393   41.338208
    29589490     1.049764   41.338881
    29591477     6.972212   41.340967
    29591697     9.353406   41.342501
    29594574     9.353406   41.369411
    29594703     9.339263   41.370617
    29595839     9.227783   41.381227
    29595895     9.238459   41.381743
    29596003     0.733961   41.382741
    29596864     0.746896   41.383373
    29596921     0.757550   41.383416
    29596999     0.765984   41.383475
    29597296     0.766849   41.383702
    29597520     0.768893   41.383874
    29597610     0.781471   41.383943
    29598234     0.788223   41.384431
    29598285     0.792715   41.384471
    29598945     0.824650   41.384994
    29599164     0.876498   41.385175
    29600321     0.877156   41.386189
    29602016     1.304633   41.387676
    29603302     2.260747   41.389353
    29604816    36.467078   41.392776
    29606451    36.467078   41.452400
    29608156    24.273628   41.514576
    29609073    17.225453   41.536835
    29611032     0.306235   41.570580
    29612498     0.305710   41.571029
    29614040     0.305710   41.571500
    29614074     0.305679   41.571511
    29616464     0.305809   41.572241
    29618138     0.308281   41.572753
    29618395     0.309129   41.572832
    29619446     0.355090   41.573157
    29619480     0.391518   41.573169
    29619671     0.430348   41.573244
    29619854     0.448129   41.573323
    29623326     0.521092   41.574879
    29623470     0.579974   41.574954
    29624409     0.634661   41.575498
    29625646     0.858779   41.576283
    29626423     0.771524   41.576951
    29627995     0.628609   41.578164
    29628010     0.629038   41.578173
    29628158     0.527145   41.578266
    29628934     0.475366   41.578675
    29631150     0.480719   41.579729
    29631516     0.476046   41.579904
    29631530     1.328778   41.579911
    29631783     1.407592   41.580247
    29632759     1.574758   41.581621
    29633695     1.677555   41.583095
    29635574     1.262388   41.586247
    29635704     0.921277   41.586411
    29635957     0.640763   41.586644
    29636201     0.528472   41.586801
    29638278     0.528301   41.587898
    29639093     0.546937   41.588329
    29640816     0.551531   41.589271
    29640818     0.554869   41.589272
    29642112     0.518060   41.589990
    29642446     0.518082   41.590163
    29644250     0.516092   41.591098
    29645901     0.409883   41.591950
    29647078     0.365997   41.592433
    29648021     0.351225   41.592778
    29649163     0.245729   41.593179
    29651853     0.245729   41.593840
    29652995     0.165125   41.594120
    29656332     0.165123   41.594671
    29656527     0.165090   41.594704
    29661248     0.165256   41.595483
    29664027     0.164581   41.595942
    29664964     0.163238   41.596097
    29666490     0.159589   41.596346
    29666955     0.152636   41.596420
    29676125     0.152623   41.597819
    29680305     0.152623   41.598457
    29680441     0.153393   41.598478
    29680927     0.154095   41.598553
    29687026     0.154280   41.599493
    29690839     0.213593   41.600081
    29691517     0.172226   41.600226
    29695800     0.189146   41.600963
    29696792     0.213779   41.601151
    29697052     0.286408   41.601207
    29697852     0.994010   41.601436
    29697956     2.813846   41.601539
    29700378     3.153257   41.608354
    29700416     3.534191   41.608474
    29700567     3.262581   41.609008
    29701772     2.594381   41.612939
    29702487     3.405709   41.614794
    29704461     3.309452   41.621517
    29704536     2.170762   41.621765
    29706143     2.252933   41.625254
    29706196     2.250629   41.625373
    29706409     1.067021   41.625852
    29707179     1.015375   41.626674
    29707743     1.465189   41.627247
    29708101     0.894874   41.627771
    29708619     0.845472   41.628235
    29709451     0.827131   41.628938
    29709546     0.742870   41.629017
    29711403     0.458570   41.630396
    29711748     0.303500   41.630554
    29713134     0.303237   41.630975
    29713438     0.293688   41.631067
    29714112     0.290401   41.631265
    29714448     0.286568   41.631363
    29714477     0.282852   41.631371
    29718772     0.281493   41.632586
    29720587     0.281044   41.633097
    29727553     0.284073   41.635055
    29728596     0.306290   41.635351
    29733052     0.516475   41.636716
    29733337     0.697578   41.636863
    29734428     0.702610   41.637624
    29734467     0.709392   41.637651
    29736770     0.726479   41.639285
    29739533     0.729404   41.641292
    29741217     0.729386   41.642521
    29741749     0.730537   41.642909
    29742809     0.735542   41.643683
    29743458     0.735554   41.644160
    29744259     0.735514   41.644750
    29745666     0.899043   41.645784
    29746541     0.899031   41.646571
    29750572     1.382713   41.650195
    29756280     0.407393   41.658088
    29759586     0.233763   41.659435
    29762477     0.245045   41.660110
    29763181     0.245034   41.660283
    29766065     0.251450   41.660990
    29766202     0.255621   41.661024
    29766391     0.256333   41.661072
    29767911     0.257936   41.661462
    29768119     0.259370   41.661516
    29769330     0.263118   41.661830
    29772309     0.276997   41.662613
    29773350     0.277493   41.662902
    29774034     0.372126   41.663092
    29775681     0.394851   41.663705
    29775933     0.410742   41.663804
    29779107     0.418997   41.665108
    29779398     0.415893   41.665230
    29779896     0.410433   41.665437
    29781715     0.410060   41.666183
    29782957     0.409867   41.666693
    29785731     0.704577   41.667830
    29785891     1.574484   41.667942
    29788265     1.912667   41.671680
    29788888     2.192484   41.672872
    29789729     2.131362   41.674716
    29792108     2.109924   41.679786
    29792494     0.890562   41.680601
    29795584     0.540442   41.683352
    29799184     0.511702   41.685298
    29799817     0.461336   41.685622
    29800066     0.406997   41.685737
    29801659     0.405148   41.686385
    29802539     0.364141   41.686742
    29805580     0.361656   41.687849
    29806403     0.361672   41.688147
    29811214     0.361652   41.689887
    29812048     0.371410   41.690188
    29812218     0.371349   41.690251
    29814431     0.371331   41.691073
    29817610     0.409664   41.692254
    29820132     0.428467   41.693287
    29823438     0.428310   41.694703
    29824189     0.428261   41.695025
    29830159     1.546300   41.697582
    29833790     9.373555   41.703196
    29837255     2.132011   41.735676
    29838785     2.127498   41.738938
    29839235     2.032544   41.739895
    29845461     2.029439   41.752550
    29846236     1.419556   41.754123
    29847123     1.299357   41.755382
    29847878     1.296178   41.756363
    29852181     1.296157   41.761940
    29852744     1.296192   41.762670
    29857346     1.296307   41.768635
    29860461     0.568721   41.772673
    29860689     0.568888   41.772803
    29862487     0.569172   41.773825
    29865958     0.569828   41.775801
    29868181     0.369333   41.777068
    29869492     0.406441   41.777552
    29869567     0.417167   41.777582
    29870013     0.299958   41.777769
    29872607     0.299703   41.778547
    29873794     0.299567   41.778902
    29875592     0.299455   41.779441
    29876062     0.299450   41.779582
    29877277     0.299450   41.779946
    29877475     0.299993   41.780005
    29883541     0.299143   41.781825
    29884207     0.298562   41.782024
    29884338     0.298187   41.782063
    29887055     0.298046   41.782873
    29887933     0.306132   41.783135
    29888313     0.306304   41.783251
    29889064     0.307462   41.783481
    29889088     0.307760   41.783489
    29891873    11.331818   41.784346
    29892277    11.338138   41.788924
    29893039    11.347443   41.797563
    29893117    11.356128   41.798448
    29893678    11.449284   41.804819
    29894170    11.405427   41.810452
    29894199    11.359646   41.810783
    29895809    11.359059   41.829072
    29898397    11.359144   41.858469
    29901175    11.359325   41.890025
    29902113    19.247230   41.900680
    29902917    19.247230   41.916155
    29903106    19.271808   41.919793
    29906153    14.866560   41.978514
    29906934    12.188141   41.990125
    29909158     4.498876   42.017231
    29912215     4.498116   42.030984
    29917539     4.498172   42.054932
    29918066     4.498061   42.057303
    29918220     4.498769   42.057995
    29920267     4.499701   42.067204
    29920545     4.575169   42.068455
    29921075     4.579803   42.070880
    29922046     4.579679   42.075327
    29926218     4.579843   42.094433
    29929802     2.121163   42.110848
    29930455     2.156647   42.112233
    29932458     3.143277   42.116552
    29934702     2.991534   42.123606
    29936710     0.398492   42.129613
    29937851     0.399085   42.130068
    29940151     0.398705   42.130986
    29941730     0.399602   42.131615
    29941919     0.399838   42.131691
    29944459     0.395609   42.132706
    29944502     0.392192   42.132723
    29953951     0.390363   42.136429
    29957673     0.257510   42.137882
    29959901     0.166302   42.138456
    29961130     0.165896   42.138660
    29964063     0.165608   42.139147
    29971910     0.157362   42.140446
    29980727     0.157329   42.141834
    29985218     0.157485   42.142540
    29988899     0.157172   42.143120
    29989575     0.156919   42.143226
    29991806     0.159374   42.143576
    30007920     0.697455   42.146144
    30010119     1.498122   42.147678
    30011339     1.503627   42.149506
    30011601     1.508311   42.149900
    30014356     1.511328   42.154055
    30018838     2.781434   42.160829
    30019602     3.766090   42.162954
    30021932     3.554682   42.171729
    30023077     3.539280   42.175799
    30024726     3.835162   42.181635
    30025662     3.563169   42.185225
    30026227     0.837108   42.187238
    30030118     0.837099   42.190495
    30030202     0.837099   42.190566
    30034739     0.786730   42.194364
