Position(bp)  Rate(cM/Mb)    Map(cM)
     2330293     4.132857  18.796745
     2331749     3.798242  18.802763
     2334418     3.798505  18.812900
     2335187     2.734189  18.815821
     2335323     2.666034  18.816193
     2335372     2.658616  18.816324
     2335503     2.649967  18.816672
     2337247     2.640092  18.821294
     2338852     2.637934  18.825531
     2338896     2.635673  18.825647
     2339103     2.633769  18.826193
     2339117     2.631162  18.826230
     2339691     2.639921  18.827740
     2339810     2.793123  18.828054
     2339952     4.941642  18.828451
     2340219     2.839218  18.829770
     2341708     2.839316  18.833998
     2341942     2.838812  18.834662
     2342848     2.842988  18.837234
     2342856     5.739534  18.837257
     2343454     5.742045  18.840689
     2343610     4.462809  18.841585
     2343613     3.189741  18.841598
     2347088     1.957784  18.852683
     2347212     1.842688  18.852925
     2347246     1.852720  18.852988
     2349470     5.569706  18.857108
     2349843     5.602621  18.859186
     2350586     5.584080  18.863349
     2350661     5.556351  18.863767
     2351404     7.408864  18.867896
     2354408     3.916088  18.890152
     2357557     3.914886  18.902484
     2358140     3.931380  18.904766
     2358971     4.108658  18.908033
     2360089     5.004012  18.912627
     2360301     5.197499  18.913688
     2360741     6.679255  18.915974
     2362324    10.802715  18.926548
     2362499    17.790902  18.928438
     2363528    17.676097  18.946745
     2363601    17.485429  18.948035
     2364135     2.174207  18.957373
     2367482     2.169076  18.964650
     2367577     2.161591  18.964856
     2368032     2.048842  18.965839
     2368142     1.958996  18.966065
     2368659     1.907987  18.967077
     2368688     1.863854  18.967133
     2368929     1.503435  18.967582
     2369804     1.504043  18.968897
     2369978     1.395147  18.969159
     2370485     1.378044  18.969866
     2370735     1.377821  18.970211
     2370863     1.360624  18.970387
     2372220     1.358134  18.972234
     2373829     1.359347  18.974419
     2376636     0.626684  18.978235
     2377798     0.625116  18.978963
     2381374     0.626135  18.981198
     2381922     0.626294  18.981541
     2382204     0.626376  18.981718
     2382295     0.626617  18.981775
     2382310     0.626520  18.981784
     2382381     0.626561  18.981829
     2382445     0.626455  18.981869
     2382973     0.626016  18.982200
     2383513     0.626047  18.982538
     2383562     0.626177  18.982568
     2384700     0.630448  18.983281
     2385572     0.933375  18.983831
     2385596     1.224868  18.983853
     2386146     0.914417  18.984527
     2386332     0.898518  18.984697
     2386846     0.520817  18.985159
     2387869     0.519214  18.985692
     2389250     0.389206  18.986409
     2389656     0.259117  18.986567
     2389805     0.159302  18.986605
     2391346     0.157615  18.986851
     2392338     0.165835  18.987007
     2392648     0.197916  18.987058
     2392995     0.271952  18.987127
     2393496     0.523806  18.987263
     2394683     0.543120  18.987885
     2395496     0.563920  18.988327
     2397904     0.801698  18.989685
     2398330     0.804364  18.990026
     2400657     1.359299  18.991898
     2400835     1.560489  18.992140
     2401872    28.695012  18.993758
     2401894    37.881497  18.994389
     2401923    39.692853  18.995488
     2402734    39.692853  19.027679
     2402864    39.692853  19.032839
     2402884    39.692853  19.033633
     2402945    39.692853  19.036054
     2403108    39.692853  19.042524
     2403167    39.692853  19.044866
     2403425    39.692853  19.055107
     2404482    39.692853  19.097062
     2404619    39.653591  19.102500
     2404691    25.948729  19.105355
     2405264     8.856810  19.120224
     2405396     2.643034  19.121393
     2405741     1.855687  19.122305
     2406150     1.854826  19.123063
     2406170     1.719513  19.123101
     2406530     1.717959  19.123720
     2407207     1.414409  19.124883
     2411427     1.406023  19.130851
     2412802     1.403369  19.132785
     2415147     1.399358  19.136076
     2416792     1.395808  19.138378
     2419861     1.390683  19.142661
     2420392     1.391191  19.143400
     2420722     1.356724  19.143859
     2422146     1.247151  19.145791
     2422308     1.140685  19.145993
     2422941     1.103629  19.146715
     2423102     1.065647  19.146893
     2428085     1.271786  19.152203
     2428117     1.501212  19.152243
     2428889     1.539374  19.153402
     2430456     5.755203  19.155815
     2430467     9.929875  19.155878
     2436203     5.658163  19.212836
     2436434     3.386842  19.214143
     2439652     3.487013  19.225042
     2440936     3.548009  19.229519
     2441021     3.609395  19.229820
     2442471     3.587910  19.235054
     2442667     3.562485  19.235757
     2443157     3.538154  19.237503
     2443345     3.513788  19.238168
     2443636     3.505557  19.239191
     2444217     6.402636  19.241227
     2444271    10.199923  19.241573
     2444749    11.193230  19.246449
     2445967    11.193230  19.260082
     2447220    11.193467  19.274107
     2447271    11.193059  19.274678
     2451175     6.669547  19.318376
     2451181     2.557916  19.318416
     2452291     2.336808  19.321255
     2452432     2.088677  19.321584
     2455036     2.088677  19.327023
     2456449     2.062065  19.329975
     2461365     2.071536  19.340112
     2462164     2.434137  19.341767
     2463369     2.245327  19.344700
     2463374     2.052592  19.344711
     2465729     1.623874  19.349545
     2466724     1.623895  19.351161
     2468074     1.739723  19.353353
     2468540     1.971677  19.354164
     2468578     2.459772  19.354239
     2468602     2.528860  19.354298
     2468717     2.537899  19.354589
     2468895     1.838321  19.355040
     2468902     1.033813  19.355053
     2469758     1.513681  19.355938
     2469838     2.246565  19.356059
     2470254     2.054167  19.356994
     2470852     2.054421  19.358222
     2471092     1.802008  19.358715
     2471121     1.386990  19.358768
     2471314     1.568992  19.359035
     2471534     1.669206  19.359380
     2471647     1.790852  19.359569
     2471723     2.027666  19.359705
     2471916     2.305520  19.360097
     2473906     2.255640  19.364685
     2473976     2.204676  19.364842
     2474375     2.166136  19.365722
     2475074     1.828543  19.367236
     2475212     1.487297  19.367489
     2475486     1.486781  19.367896
     2475899     1.581807  19.368510
     2476008     1.554376  19.368683
     2476073     1.288355  19.368784
     2476788     0.505080  19.369705
     2477187     0.543054  19.369906
     2477195     0.580845  19.369911
     2477451     0.579516  19.370059
     2477704     0.453254  19.370206
     2478296     0.455375  19.370474
     2478595     0.495648  19.370610
     2478739     0.558429  19.370682
     2478806     0.653668  19.370719
     2478827     0.751677  19.370733
     2479664     0.738840  19.371362
     2480894     0.803145  19.372271
     2482829     0.879592  19.373825
     2483289     0.924233  19.374230
     2483461     1.206281  19.374389
     2483943     1.389722  19.374970
     2484103     1.453601  19.375192
     2484928     1.505809  19.376392
     2485998     1.537619  19.378003
     2486516     1.610468  19.378799
     2487613     1.669348  19.380566
     2490525     1.699464  19.385427
     2491419     1.836177  19.386946
     2492302     1.836668  19.388568
     2493225     1.834317  19.390263
     2493262     1.817888  19.390331
     2493304     1.776444  19.390407
     2496185     2.407873  19.395525
     2496921     3.064340  19.397297
     2496995     3.476640  19.397524
     2498614     3.542948  19.403153
     2503731     3.553902  19.421282
     2505394     6.731838  19.427192
     2507693     6.830339  19.442669
     2508998     7.513639  19.451582
     2521342    10.934357  19.544331
     2523113    10.980153  19.563695
     2527089    11.094345  19.607352
     2529287    11.129819  19.631738
     2532771    11.139684  19.670514
     2533642    11.152150  19.680217
     2533881    11.166201  19.682882
     2533984    11.170136  19.684032
     2534402    11.268142  19.688701
     2534707    11.479420  19.692138
     2534840    11.480107  19.693665
     2535285    11.723897  19.698774
     2535445    11.951804  19.700649
     2537648    11.872370  19.726979
     2541655     4.037606  19.774552
     2542222     1.600389  19.776841
     2543788     1.523799  19.779347
     2544488     1.498597  19.780414
     2544550     1.477582  19.780507
     2545172     1.318025  19.781426
     2545593     0.814117  19.781981
     2546305     0.767712  19.782560
     2546321     0.723332  19.782573
     2550650     0.783586  19.785704
     2551811     0.992157  19.786614
     2553545     1.014680  19.788334
     2553842     1.044033  19.788636
     2554896     1.395431  19.789736
     2555569     1.506540  19.790675
     2556024     1.905347  19.791361
     2556061     2.366951  19.791431
     2557148     2.317677  19.794004
     2557284     2.265337  19.794319
     2557310     2.217010  19.794378
     2557643     2.098604  19.795116
     2558148     2.072041  19.796176
     2558217     2.055022  19.796319
     2559247     2.322276  19.798436
     2559951     2.442674  19.800071
     2560111     2.839757  19.800461
     2560189     3.206449  19.800683
     2560365     3.270703  19.801247
     2560578     6.400994  19.801944
     2561316     6.657909  19.806668
     2562338     2.603208  19.813472
     2563359     2.533845  19.816130
     2563679     2.548555  19.816941
     2563891     2.680358  19.817481
     2564410     3.505843  19.818872
     2565015     3.531853  19.820993
     2565296     3.702898  19.821986
     2565431     3.720033  19.822486
     2565442     3.733445  19.822527
     2565588     3.749631  19.823072
     2565620     3.768156  19.823192
     2565832     3.745892  19.823991
     2566123     2.076922  19.825081
     2566750     2.221584  19.826383
     2567114     2.244656  19.827192
     2567203     2.244829  19.827391
     2567237     2.244498  19.827468
     2567285     3.448467  19.827575
     2567377     3.897654  19.827893
     2567547    13.907202  19.828555
     2567647    21.723734  19.829946
     2571725    21.458105  19.918535
     2573339    20.996567  19.953169
     2574604    14.904568  19.979729
     2574976    13.564586  19.985274
     2575151    13.057270  19.987648
     2576488    12.429465  20.005105
     2576541    12.429465  20.005764
     2579667     3.850154  20.044619
     2581670     3.854972  20.052330
     2582648     3.928957  20.056101
     2582972     4.884790  20.057374
     2583065     5.403760  20.057828
     2583761    17.486408  20.061589
     2585244    20.471515  20.087521
     2585621    20.596426  20.095239
     2585747    20.600193  20.097834
     2585794    20.600193  20.098802
     2586870    20.573741  20.120968
     2587045    12.087711  20.124569
     2588919     7.599487  20.147221
     2589272     7.545022  20.149904
     2589457     7.550230  20.151299
     2589517     7.560270  20.151752
     2590115     9.199149  20.156273
     2590182    10.517731  20.156890
     2591190    10.610857  20.167492
     2591888    10.662398  20.174898
     2594011    18.439048  20.197534
     2594150    26.599497  20.200097
     2595059    26.599497  20.224276
     2595450    26.607622  20.234677
     2595659    26.607622  20.240238
     2596778    20.948517  20.270012
     2598397    13.101868  20.303927
     2599319     2.352796  20.316007
     2599449     1.156777  20.316313
     2599615     1.158620  20.316505
     2602911     1.205968  20.320324
     2604674     1.418227  20.322450
     2605022     2.534031  20.322944
     2608135     4.499785  20.330832
     2610494     4.511465  20.341447
     2613232     4.509597  20.353799
     2613997     4.506178  20.357249
     2614012     4.498689  20.357317
     2614082     4.429472  20.357632
     2614112     4.301105  20.357765
     2614186     4.294238  20.358083
     2615596     1.393235  20.364138
     2615987     0.955001  20.364682
     2616892     0.661017  20.365547
     2618088     0.637737  20.366337
     2619477     0.655261  20.367223
     2622418     0.664347  20.369150
     2623153     0.997930  20.369639
     2624467     1.234107  20.370950
     2624524     1.493580  20.371020
     2624707     1.705992  20.371294
     2625443     1.717129  20.372549
     2625766     1.715333  20.373104
     2626702     1.716977  20.374709
     2626860     1.706242  20.374981
     2627704     2.375616  20.376421
     2627829     3.459386  20.376718
     2628479     3.682358  20.378966
     2628776     3.669156  20.380060
     2630620     4.207173  20.386826
     2632822    23.134399  20.396090
     2633624    23.134399  20.414644
     2633980    23.134399  20.422880
     2634821    20.750984  20.442336
     2635089    16.050679  20.447897
     2635489     8.973507  20.454317
     2635620     3.290190  20.455493
     2637014     3.292627  20.460079
     2637230     3.266987  20.460790
     2637507     3.266041  20.461695
     2638112     4.553624  20.463671
     2638499     5.180621  20.465434
     2639027     5.179351  20.468169
     2641202     5.146086  20.479434
     2641612     5.104092  20.481544
     2642269     5.075050  20.484897
     2643485     5.228697  20.491069
     2644302     5.290009  20.495340
     2645366     5.407356  20.500969
     2647649     6.792715  20.513314
     2648084     6.792715  20.516269
     2648588     7.666464  20.519692
     2649057     7.912498  20.523288
     2649832     7.991906  20.529420
     2650283     8.010480  20.533024
     2650310     8.016419  20.533241
     2650564     8.001906  20.535277
     2650892     7.827595  20.537902
     2651377     6.751249  20.541698
     2653552     5.803309  20.556382
     2653913     5.303522  20.558477
     2654460     3.663182  20.561378
     2655132     3.617289  20.563840
     2656261     3.430321  20.567924
     2656850     3.188793  20.569944
     2658299     3.173749  20.574565
     2658316     3.158592  20.574618
     2659439     3.044692  20.578166
     2659951     1.578270  20.579724
     2661852     1.527447  20.582725
     2664273     1.501876  20.586423
     2666384     1.494716  20.589593
     2666944     1.492293  20.590430
     2667033     1.485736  20.590563
     2669945     1.486158  20.594889
     2672505     8.432127  20.598694
     2674276    17.384594  20.613627
     2676160    17.386458  20.646380
     2677134    15.612365  20.663314
     2677162    13.259622  20.663751
     2677850    13.285634  20.672874
     2679093    13.296430  20.689388
     2679949    13.312329  20.700770
     2680157    13.334555  20.703539
     2682149    13.391530  20.730101
     2685147    13.266380  20.770249
     2686866     2.433607  20.793054
     2687960     2.443987  20.795716
     2688542     2.400809  20.797139
     2688959     2.454035  20.798140
     2689534     2.950669  20.799551
     2689575     3.689039  20.799672
     2689886     7.306691  20.800819
     2690310     7.338888  20.803917
     2690827     7.339469  20.807711
     2692597     7.335194  20.820702
     2694240     4.579991  20.832754
     2695340     0.000000  20.837792
